Year,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_2,3.0,nan,16.0,1.0,nan,nan,4.0,nan,1.0,nan,nan,9.0,1.0,5.0,nan,1.0,24.0,1.0,nan,8.0,nan,nan,nan,nan,nan,3.0,12.0,nan,23.0,nan,5.0,12.0,nan,nan,3.0,nan,1.0,nan,13.0,1.0,nan,2.0,nan,3.0,7.0,nan,nan,nan,nan
Peak_Dur_5,1.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Dur_10,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,2.0,nan,4.0,1.0,nan,nan,3.0,nan,1.0,nan,nan,4.0,1.0,2.0,nan,1.0,10.0,1.0,nan,3.0,nan,nan,nan,nan,nan,2.0,5.0,nan,3.0,nan,3.0,6.0,nan,nan,1.0,nan,1.0,nan,5.0,1.0,nan,1.0,nan,2.0,4.0,nan,nan,nan,nan
Peak_Fre_5,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_10,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,5.3,0.17,8.5,1.3,1.1,nan,35.0,1.5,6.0,nan,nan,17.0,25.0,4.6,5.5,4.7,44.0,33.0,0.0,33.0,31.0,0.55,nan,nan,nan,16.0,67.0,0.57,166.0,0.62,4.3,11.0,0.86,1.4,498.0,nan,36.8,nan,11.2,4.89,nan,16.6,nan,5.89,6.88,0.71,nan,nan,nan
SP_Tim,244.0,nan,231.0,nan,243.0,nan,174.0,234.0,194.0,nan,nan,210.0,182.0,230.0,242.0,225.0,215.0,90.0,254.0,191.0,160.0,224.0,nan,nan,nan,185.0,180.0,236.0,177.0,274.0,nan,253.0,250.0,233.0,159.0,nan,219.0,nan,220.0,238.0,nan,151.0,nan,207.0,251.0,221.0,nan,nan,nan
SP_Dur,56.0,nan,45.0,nan,28.0,nan,90.0,28.0,88.0,nan,nan,79.0,117.0,39.0,15.0,68.0,64.0,144.0,9.0,12.0,99.0,33.0,nan,nan,nan,121.0,80.0,21.0,40.0,2.0,nan,47.0,49.0,43.0,19.0,nan,46.0,nan,63.0,54.0,nan,24.0,nan,61.0,53.0,58.0,nan,nan,nan
SP_ROC,0.09999999999999998,nan,0.11805555555555555,nan,0.20000000000000004,nan,0.06666666666666668,0.14021739130434782,0.06666666666666672,nan,nan,0.0540540540540541,0.05333333333333338,0.043478260869565064,0.4422222222222222,0.09090909090909098,0.04347826086956532,0.06250000000000006,nan,0.08846153846153845,0.1014705882352942,0.28571428571428575,nan,nan,nan,0.11616161616161619,0.055555555555555684,0.25000000000000006,0.08,0.1764705882352941,nan,0.03948051948051949,0.12499999999999993,0.169047619047619,0.05702702702702703,nan,0.1896551724137931,nan,0.06401821862348188,0.059574468085106434,nan,0.07902767389678379,nan,0.08755760368663593,0.07142857142857138,0.28571428571428575,nan,nan,nan
DS_Mag_50,0.11,0.0,0.2,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.11,0.0,0.13,0.0,0.0,1.5,0.0,0.0,0.46,0.0,nan,nan,nan,nan,0.0,0.22,0.0,0.47,0.0,0.07500000000000001,0.925,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.08,nan,nan,nan,nan
DS_Mag_90,0.3,0.0,0.7940000000000005,0.6280000000000001,nan,nan,0.2,0.0,nan,nan,nan,0.4159999999999999,0.0,0.7870000000000001,0.19,1.9,3.3499999999999996,0.01,0.07,1.4,0.0,nan,nan,nan,nan,0.03,1.3,0.0,5.45,0.06,2.830000000000001,1.3200000000000018,0.0,0.0810000000000008,nan,nan,nan,nan,0.09,nan,nan,nan,nan,0.04000000000000001,0.4180000000000001,nan,nan,nan,nan
DS_Tim,300.0,227.0,276.0,199.0,271.0,nan,264.0,262.0,282.0,nan,nan,289.0,299.0,269.0,257.0,293.0,279.0,234.0,263.0,203.0,259.0,257.0,nan,nan,nan,306.0,260.0,257.0,217.0,276.0,164.0,300.0,299.0,276.0,178.0,nan,265.0,nan,283.0,292.0,nan,175.0,nan,268.0,304.0,279.0,nan,nan,nan
DS_Dur_WS,100.0,239.0,182.0,217.0,nan,nan,191.0,218.0,nan,nan,nan,93.0,157.0,204.0,271.0,179.0,136.0,201.0,222.0,278.0,185.0,nan,nan,nan,nan,145.0,145.0,201.0,256.0,155.0,298.0,100.0,161.0,218.0,nan,nan,nan,nan,163.0,nan,nan,nan,nan,173.0,107.0,nan,nan,nan,nan
