Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Peak_2,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994,130399.99999999994
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_5,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0,105000.0
Peak_Dur_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_10,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0,85200.0
Peak_Dur_20,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,1.0,nan,nan,1.0,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan
Peak_20,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0
Peak_Dur_50,1.0,1.0,1.0,3.0,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,1.0,4.0,2.0,nan,nan,4.0,6.0,4.0,1.0,nan,6.0,2.0,nan,nan,nan,nan,2.0,nan
Peak_Fre_50,1.0,1.0,1.0,2.0,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,2.0,3.0,3.0,1.0,nan,4.0,2.0,nan,nan,nan,nan,1.0,nan
Peak_50,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0
Dur_2,10.0,7.0,11.0,9.0,nan,16.0,3.0,21.0,6.0,4.0,4.0,nan,7.0,2.0,7.0,4.0,8.0,2.0,15.0,16.0,14.0,5.0,7.0,19.0,11.0,4.0,nan,8.0,1.0,6.0,1.0
Fre_2,5.0,3.0,6.0,5.0,nan,5.0,1.0,6.0,3.0,1.0,3.0,nan,5.0,1.0,1.0,1.0,3.0,1.0,7.0,5.0,6.0,3.0,4.0,6.0,6.0,1.0,nan,5.0,1.0,2.0,1.0
High_2,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0,16300.0
Dur_5,23.0,26.0,28.0,21.0,4.0,33.0,12.0,48.0,13.0,10.0,19.0,11.0,23.0,7.0,15.0,10.0,16.0,12.0,29.0,29.0,28.0,13.0,15.0,36.0,25.0,8.0,nan,26.0,9.0,14.0,6.0
Fre_5,6.0,7.0,7.0,7.0,3.0,9.0,5.0,9.0,3.0,3.0,6.0,5.0,7.0,3.0,5.0,3.0,5.0,6.0,8.0,5.0,7.0,3.0,5.0,8.0,5.0,2.0,nan,9.0,6.0,5.0,3.0
High_5,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0,8920.0
Dur_10,52.0,54.0,44.0,42.0,16.0,58.0,29.0,83.0,21.0,28.0,39.0,22.0,42.0,19.0,35.0,23.0,43.0,28.0,59.0,37.0,45.0,23.0,33.0,71.0,44.0,13.0,nan,51.0,25.0,40.0,17.0
Fre_10,8.0,10.0,5.0,8.0,7.0,7.0,6.0,8.0,3.0,9.0,7.0,5.0,7.0,5.0,9.0,5.0,11.0,8.0,7.0,5.0,7.0,3.0,5.0,12.0,5.0,3.0,nan,9.0,6.0,12.0,6.0
High_10,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0,4970.0
Dur_20,93.0,103.0,79.0,86.0,45.0,88.0,50.0,115.0,48.0,56.0,76.0,53.0,84.0,46.0,72.0,71.0,96.0,56.0,85.0,69.0,94.0,70.0,93.0,134.0,74.0,38.0,nan,102.0,44.0,102.0,52.0
Fre_20,8.0,7.0,7.0,8.0,5.0,4.0,7.0,7.0,6.0,4.0,7.0,7.0,5.0,5.0,7.0,9.0,5.0,5.0,4.0,5.0,7.0,10.0,9.0,6.0,8.0,7.0,nan,8.0,4.0,11.0,5.0
High_20,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0,2070.0
