Year,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DS_Dur_WS,139.0,140.0,223.0,253.0,127.0,136.0,nan,128.0,173.0,224.0,167.0,141.0,121.0,164.0,137.0,110.0,166.0,157.0,197.0,134.0,218.0,95.0,180.0,132.0,161.0,110.0,176.0,95.0,101.0,122.0,146.0,198.0,111.0,162.0,156.0,104.0,160.0,134.0,109.0,120.0,133.0,161.0,108.0,159.0,133.0,117.0,164.0,167.0,174.0,87.0,169.0,155.0,180.0,180.0,95.0,150.0,170.0,196.0,103.0,164.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,9.0,25.0,9.0,18.0,8.0,nan,10.0,8.0,14.0,nan,14.0,nan,21.0,11.0,7.0,20.0,0.0,11.0,nan,27.0,nan,41.0,nan,61.0,19.0,13.0,6.0,6.0,nan,10.0,22.0,nan,nan,nan,22.0,18.0,25.0,31.0,nan,27.0,nan,24.0,1.0,12.0,27.0,20.0,nan,38.0,39.0,19.0,14.0,nan,18.0,3.0,13.0,23.0,5.0,15.0,50.0,nan
FA_Mag,38.99219036277068,145.99625422245535,77.99965543864354,26.990888891893174,26.10324851975217,nan,42.98720385750355,1299.9937297866568,90.99963003773402,nan,17.000022742551643,nan,20.016249429956204,18.00011356813359,51.002701561189184,69.99269230693099,59.00075587345508,24.979013144443726,nan,39.97477092049863,nan,27.000376487072305,nan,227.99370468546826,170.99567541376203,16.987494504919173,52.999544048891906,23.988574450097875,nan,62.99240161667775,571.9816744598804,nan,nan,nan,55.982211542827045,19.995949833751666,122.95149459957666,247.98183506602697,nan,38.994227854188615,nan,198.99215878637168,56.99953480625109,36.997191023121054,31.001901894593345,18.2184062909113,nan,38.88721483646245,35.998103062505436,33.51214278609959,36.796830907963226,nan,1159.8014766840486,22.79455804954557,24.981722480574685,525.9325962611264,97.59815870643023,63.69212273684921,58.28690496083151,nan
Wet_Tim,45.0,61.0,37.0,78.0,95.0,37.0,38.0,nan,18.0,35.0,80.0,33.0,36.0,33.0,66.0,30.0,35.0,60.0,16.0,52.0,14.0,85.0,20.0,93.0,19.0,48.0,23.0,44.0,26.0,19.0,44.0,22.0,40.0,37.0,88.0,87.0,42.0,44.0,56.0,32.0,58.0,43.0,43.0,33.0,47.0,36.0,39.0,67.0,54.0,53.0,22.0,29.0,38.0,70.0,70.0,28.0,84.0,44.0,117.0,16.0
FA_Dur,4.0,2.0,2.0,4.0,4.0,nan,5.0,3.0,6.0,nan,3.0,nan,4.0,2.0,2.0,3.0,3.0,7.0,nan,13.0,nan,5.0,nan,4.0,3.0,4.0,2.0,3.0,nan,7.0,4.0,nan,nan,nan,3.0,9.0,4.0,5.0,nan,4.0,nan,4.0,3.0,6.0,10.0,3.0,nan,4.0,5.0,5.0,2.0,nan,5.0,4.0,7.0,3.0,1.0,7.0,2.0,nan
Wet_BFL_Mag_10,70.4,44.0,46.0,44.0,60.0,40.8,36.400000000000006,nan,37.0,28.8,74.6,41.3,15.600000000000001,30.0,79.0,74.3,57.800000000000004,90.5,88.0,48.400000000000006,36.0,8.1,57.800000000000004,33.0,58.699999999999996,24.0,73.0,76.8,59.7,34.0,39.6,25.0,21.0,41.0,24.0,22.0,23.0,70.4,27.5,78.5,73.9,44.0,54.2,60.5,35.2,12.0,52.85,77.71000000000001,47.3,30.380000000000003,70.02000000000001,43.169999999999995,48.97,38.04,68.99,47.43000000000001,36.440000000000005,49.48,30.48,34.1
Wet_BFL_Mag_50,391.0,119.0,221.0,137.5,130.0,124.0,93.0,nan,111.0,132.0,171.0,129.0,99.0,123.0,153.0,212.5,182.0,195.0,297.5,170.0,119.0,25.0,156.0,82.0,163.0,66.0,326.5,297.0,184.0,75.0,133.0,104.0,50.0,120.0,79.5,70.0,47.0,193.0,54.0,200.0,186.0,151.0,180.5,223.0,90.0,36.0,158.5,230.0,164.5,87.15,263.0,145.0,128.0,114.5,154.5,178.5,156.0,86.2,83.15,80.1
Wet_BFL_Dur,103.0,173.0,151.0,106.0,147.0,189.0,175.0,nan,201.0,169.0,117.0,194.0,144.0,209.0,95.0,174.0,145.0,126.0,170.0,158.0,183.0,157.0,210.0,129.0,188.0,192.0,176.0,179.0,228.0,188.0,177.0,146.0,209.0,201.0,154.0,146.0,161.0,203.0,196.0,196.0,180.0,165.0,192.0,186.0,213.0,237.0,176.0,144.0,154.0,212.0,179.0,178.0,172.0,150.0,180.0,174.0,115.0,149.0,108.0,177.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8,7543.8
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998,6108.499999999998
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001,4655.000000000001
Peak_Dur_20,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,3.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,2.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_20,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0,4050.0
Peak_Dur_50,2.0,2.0,4.0,nan,1.0,nan,nan,nan,3.0,5.0,3.0,nan,nan,nan,6.0,3.0,5.0,nan,2.0,3.0,nan,nan,1.0,nan,1.0,nan,1.0,2.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,4.0,1.0,2.0,1.0,nan,nan,2.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0
Peak_Fre_50,2.0,1.0,4.0,nan,1.0,nan,nan,nan,2.0,1.0,2.0,nan,nan,nan,3.0,2.0,2.0,nan,2.0,3.0,nan,nan,1.0,nan,1.0,nan,1.0,2.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,2.0,1.0,2.0,1.0,nan,nan,1.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0
Peak_50,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0
Dur_2,16.0,10.0,11.0,6.0,6.0,9.0,3.0,9.0,7.0,14.0,4.0,6.0,3.0,5.0,12.0,17.0,9.0,3.0,21.0,15.0,8.0,nan,11.0,4.0,7.0,2.0,19.0,17.0,13.0,3.0,10.0,nan,5.0,4.0,2.0,1.0,nan,7.0,2.0,11.0,14.0,17.0,10.0,8.0,3.0,nan,5.0,8.0,7.0,5.0,11.0,10.0,4.0,4.0,4.0,4.0,8.0,2.0,2.0,2.0
Fre_2,8.0,5.0,6.0,4.0,4.0,6.0,2.0,7.0,3.0,6.0,1.0,3.0,2.0,3.0,3.0,9.0,5.0,2.0,9.0,8.0,5.0,nan,7.0,4.0,4.0,2.0,11.0,9.0,5.0,2.0,3.0,nan,4.0,2.0,1.0,1.0,nan,7.0,2.0,6.0,8.0,5.0,6.0,5.0,3.0,nan,4.0,4.0,5.0,4.0,9.0,6.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0
High_2,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997,968.8199999999997
Dur_5,39.0,20.0,29.0,12.0,12.0,23.0,8.0,27.0,17.0,28.0,13.0,15.0,6.0,20.0,17.0,33.0,28.0,14.0,41.0,24.0,17.0,nan,23.0,9.0,16.0,7.0,48.0,43.0,33.0,11.0,25.0,5.0,11.0,15.0,6.0,2.0,1.0,27.0,6.0,32.0,28.0,30.0,26.0,35.0,12.0,1.0,16.0,23.0,14.0,12.0,31.0,19.0,14.0,10.0,12.0,20.0,14.0,9.0,7.0,7.0
Fre_5,13.0,8.0,10.0,5.0,5.0,10.0,4.0,11.0,5.0,8.0,4.0,5.0,2.0,10.0,2.0,8.0,9.0,6.0,12.0,7.0,7.0,nan,9.0,6.0,6.0,4.0,14.0,15.0,12.0,6.0,7.0,5.0,7.0,9.0,3.0,2.0,1.0,9.0,4.0,9.0,8.0,5.0,8.0,12.0,4.0,1.0,12.0,11.0,5.0,6.0,16.0,6.0,5.0,7.0,9.0,12.0,6.0,5.0,3.0,5.0
High_5,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0,570.0
Dur_10,64.0,33.0,55.0,23.0,26.0,47.0,21.0,49.0,30.0,42.0,25.0,28.0,16.0,52.0,32.0,60.0,47.0,29.0,81.0,39.0,23.0,1.0,42.0,25.0,40.0,18.0,83.0,79.0,61.0,30.0,41.0,20.0,24.0,50.0,24.0,11.0,4.0,65.0,14.0,50.0,48.0,49.0,56.0,64.0,28.0,2.0,35.0,41.0,32.0,29.0,71.0,32.0,28.0,25.0,32.0,46.0,28.0,19.0,11.0,18.0
Fre_10,8.0,9.0,10.0,8.0,7.0,10.0,6.0,12.0,11.0,7.0,6.0,8.0,8.0,10.0,6.0,11.0,9.0,5.0,12.0,9.0,7.0,1.0,12.0,6.0,16.0,7.0,14.0,12.0,15.0,9.0,11.0,8.0,3.0,14.0,10.0,7.0,4.0,15.0,6.0,11.0,10.0,11.0,12.0,12.0,8.0,1.0,14.0,15.0,11.0,10.0,14.0,10.0,9.0,7.0,13.0,14.0,7.0,7.0,5.0,10.0
High_10,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0,346.0
Dur_20,90.0,64.0,92.0,47.0,59.0,76.0,55.0,85.0,72.0,74.0,61.0,78.0,39.0,88.0,52.0,106.0,86.0,73.0,124.0,81.0,60.0,6.0,94.0,45.0,91.0,48.0,126.0,126.0,119.0,57.0,82.0,52.0,36.0,85.0,56.0,29.0,18.0,121.0,34.0,113.0,98.0,80.0,103.0,110.0,73.0,7.0,83.0,105.0,74.0,70.0,131.0,77.0,68.0,60.0,84.0,97.0,63.0,36.0,31.0,47.0
Fre_20,6.0,10.0,7.0,8.0,12.0,11.0,7.0,10.0,12.0,7.0,9.0,10.0,10.0,8.0,9.0,11.0,10.0,10.0,6.0,13.0,12.0,4.0,13.0,6.0,16.0,9.0,7.0,12.0,14.0,6.0,12.0,11.0,4.0,6.0,11.0,9.0,8.0,15.0,10.0,12.0,13.0,8.0,14.0,7.0,12.0,3.0,11.0,8.0,9.0,9.0,9.0,15.0,12.0,8.0,18.0,12.0,11.0,8.0,6.0,11.0
High_20,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0
