Year,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
FA_Tim,nan,9.0,nan,27.0,9.0,0.0,35.0,43.0,19.0,64.0,27.0,25.0,nan,15.0
FA_Mag,nan,4.093755693349415,nan,5.556230839930111,10.851002575172673,1.782495571270663,1.6182136666597133,2.2486442418792456,3.5005210782689953,10.011819448735762,2.582650432468629,9.997051246766391,nan,5.198729393502207
Wet_Tim,30.0,30.0,32.0,119.0,nan,nan,70.0,93.0,78.0,105.0,77.0,74.0,26.0,34.0
FA_Dur,nan,2.0,nan,5.0,4.0,10.0,1.0,4.0,6.0,4.0,7.0,6.0,nan,1.0
Wet_BFL_Mag_10,1.1,0.96,4.0600000000000005,5.6,nan,nan,4.0,1.7900000000000003,3.2,1.2,8.92,3.6,3.1,1.9
Wet_BFL_Mag_50,2.1,6.4,10.0,15.0,nan,nan,13.0,6.4,13.0,3.4,25.0,37.0,14.5,2.8
Wet_BFL_Dur,181.0,124.0,154.0,74.0,nan,nan,141.0,90.0,83.0,70.0,119.0,139.0,64.0,148.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_2,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003,1356.4400000000003
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_5,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996,886.0999999999996
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan
Peak_10,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015,431.90000000000015
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,6.0,1.0,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,1.0,nan,nan
Peak_20,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2,352.2
Peak_Dur_50,nan,6.0,1.0,nan,nan,nan,3.0,nan,6.0,nan,8.0,10.0,1.0,nan
Peak_Fre_50,nan,5.0,1.0,nan,nan,nan,3.0,nan,2.0,nan,5.0,5.0,1.0,nan
Peak_50,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
Dur_2,nan,15.0,7.0,2.0,nan,nan,8.0,nan,9.0,1.0,14.0,39.0,7.0,1.0
Fre_2,nan,5.0,6.0,2.0,nan,nan,5.0,nan,2.0,1.0,5.0,14.0,3.0,1.0
High_2,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996,93.53999999999996
Dur_5,nan,30.0,28.0,9.0,nan,nan,19.0,9.0,20.0,2.0,44.0,76.0,17.0,4.0
Fre_5,nan,8.0,10.0,5.0,nan,nan,7.0,5.0,5.0,2.0,10.0,9.0,6.0,3.0
High_5,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
Dur_10,nan,59.0,60.0,29.0,nan,nan,49.0,20.0,42.0,8.0,100.0,129.0,34.0,10.0
Fre_10,nan,8.0,11.0,6.0,nan,nan,10.0,7.0,5.0,2.0,7.0,7.0,7.0,5.0
High_10,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Dur_20,8.0,97.0,131.0,68.0,2.0,1.0,121.0,49.0,93.0,15.0,154.0,182.0,86.0,24.0
Fre_20,3.0,6.0,10.0,6.0,2.0,1.0,6.0,4.0,6.0,3.0,6.0,6.0,3.0,8.0
High_20,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
