Year,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
Peak_Dur_2,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996,356.91999999999996
Peak_Dur_5,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997,298.9999999999997
Peak_Dur_10,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_10,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015,173.80000000000015
Peak_Dur_20,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,2.0,nan,nan,6.0,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan
Peak_20,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001,105.00000000000001
Peak_Dur_50,nan,60.0,nan,nan,nan,1.0,1.0,nan,nan,nan,35.0,3.0,24.0,7.0,11.0,59.0,1.0,nan,24.0,2.0,nan,nan,nan,nan,8.0
Peak_Fre_50,nan,5.0,nan,nan,nan,1.0,1.0,nan,nan,nan,6.0,1.0,3.0,4.0,3.0,10.0,1.0,nan,4.0,2.0,nan,nan,nan,nan,1.0
Peak_50,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Dur_2,nan,49.0,nan,nan,nan,nan,1.0,nan,nan,nan,30.0,2.0,23.0,7.0,9.0,45.0,1.0,nan,23.0,1.0,nan,nan,nan,nan,8.0
Fre_2,nan,8.0,nan,nan,nan,nan,1.0,nan,nan,nan,5.0,1.0,3.0,4.0,3.0,13.0,1.0,nan,4.0,1.0,nan,nan,nan,nan,1.0
High_2,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Dur_5,nan,83.0,2.0,nan,nan,14.0,16.0,nan,nan,nan,79.0,12.0,39.0,17.0,29.0,102.0,7.0,1.0,36.0,3.0,2.0,nan,nan,5.0,13.0
Fre_5,nan,1.0,1.0,nan,nan,4.0,10.0,nan,nan,nan,8.0,2.0,2.0,9.0,9.0,5.0,4.0,1.0,2.0,2.0,2.0,nan,nan,2.0,3.0
High_5,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Dur_10,5.0,110.0,11.0,9.0,1.0,65.0,56.0,6.0,5.0,1.0,135.0,24.0,75.0,31.0,82.0,158.0,55.0,4.0,57.0,8.0,4.0,2.0,nan,9.0,17.0
Fre_10,5.0,2.0,5.0,6.0,1.0,5.0,6.0,5.0,3.0,1.0,14.0,6.0,4.0,11.0,10.0,9.0,12.0,3.0,2.0,4.0,4.0,2.0,nan,1.0,4.0
High_10,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
Dur_20,25.0,157.0,138.0,59.0,7.0,146.0,163.0,22.0,11.0,6.0,176.0,74.0,124.0,77.0,116.0,251.0,157.0,12.0,93.0,18.0,8.0,4.0,nan,10.0,25.0
Fre_20,14.0,7.0,10.0,4.0,2.0,6.0,13.0,10.0,5.0,4.0,6.0,6.0,7.0,10.0,12.0,6.0,4.0,8.0,2.0,6.0,7.0,4.0,nan,2.0,4.0
High_20,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
