Year,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986
Wet_Tim,120.0,115.0,nan,nan,77.0,54.0,nan,102.0,119.0,64.0,nan,100.0,86.0,nan,nan,nan,83.0,124.0,128.0,141.0,nan,105.0,49.0,nan,125.0
FA_Dur,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,5.0,nan,nan
Wet_BFL_Mag_10,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,0.3360000000000001,0.21,nan,0.0,0.0,nan,nan,nan,1.4,2.08,0.86,0.483,nan,1.012000000000001,1.2,nan,0.0
Wet_BFL_Mag_50,7.2,0.5,nan,nan,0.2,1.2,nan,36.0,0.68,0.5,nan,2.3,0.77,nan,nan,nan,16.0,3.8,25.0,0.7050000000000001,nan,31.0,3.0,nan,15.0
Wet_BFL_Dur,41.0,128.0,nan,nan,56.0,155.0,nan,49.0,40.0,162.0,nan,74.0,77.0,nan,nan,nan,76.0,59.0,32.0,34.0,nan,73.0,41.0,nan,45.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,1005.1999999999998,1005.1999999999998,nan,nan,1005.1999999999998,1005.1999999999998,1005.1999999999998,1005.1999999999998,1005.1999999999998,1005.1999999999998,nan,1005.1999999999998,1005.1999999999998,nan,nan,nan,1005.1999999999998,1005.1999999999998,1005.1999999999998,1005.1999999999998,nan,1005.1999999999998,1005.1999999999998,nan,1005.1999999999998
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,739.1999999999991,739.1999999999991,nan,nan,739.1999999999991,739.1999999999991,739.1999999999991,739.1999999999991,739.1999999999991,739.1999999999991,nan,739.1999999999991,739.1999999999991,nan,nan,nan,739.1999999999991,739.1999999999991,739.1999999999991,739.1999999999991,nan,739.1999999999991,739.1999999999991,nan,739.1999999999991
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_10,470.40000000000003,470.40000000000003,nan,nan,470.40000000000003,470.40000000000003,470.40000000000003,470.40000000000003,470.40000000000003,470.40000000000003,nan,470.40000000000003,470.40000000000003,nan,nan,nan,470.40000000000003,470.40000000000003,470.40000000000003,470.40000000000003,nan,470.40000000000003,470.40000000000003,nan,470.40000000000003
Peak_Dur_20,nan,nan,nan,nan,nan,1.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,2.0,nan,nan,2.0,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,2.0,nan,nan,nan
Peak_20,302.00000000000057,302.00000000000057,nan,nan,302.00000000000057,302.00000000000057,302.00000000000057,302.00000000000057,302.00000000000057,302.00000000000057,nan,302.00000000000057,302.00000000000057,nan,nan,nan,302.00000000000057,302.00000000000057,302.00000000000057,302.00000000000057,nan,302.00000000000057,302.00000000000057,nan,302.00000000000057
Peak_Dur_50,4.0,nan,nan,nan,nan,1.0,nan,18.0,nan,nan,nan,3.0,1.0,nan,nan,nan,14.0,1.0,10.0,1.0,nan,10.0,1.0,nan,9.0
Peak_Fre_50,2.0,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,2.0,1.0,nan,nan,nan,4.0,1.0,4.0,1.0,nan,7.0,1.0,nan,4.0
Peak_50,79.0,79.0,nan,nan,79.0,79.0,79.0,79.0,79.0,79.0,nan,79.0,79.0,nan,nan,nan,79.0,79.0,79.0,79.0,nan,79.0,79.0,nan,79.0
Dur_2,11.0,1.0,nan,nan,1.0,12.0,nan,38.0,nan,nan,nan,8.0,2.0,nan,nan,nan,33.0,6.0,14.0,2.0,nan,31.0,1.0,nan,16.0
Fre_2,5.0,1.0,nan,nan,1.0,7.0,nan,5.0,nan,nan,nan,4.0,1.0,nan,nan,nan,7.0,3.0,4.0,1.0,nan,10.0,1.0,nan,3.0
High_2,35.11999999999898,35.11999999999898,nan,nan,35.11999999999898,35.11999999999898,35.11999999999898,35.11999999999898,35.11999999999898,35.11999999999898,nan,35.11999999999898,35.11999999999898,nan,nan,nan,35.11999999999898,35.11999999999898,35.11999999999898,35.11999999999898,nan,35.11999999999898,35.11999999999898,nan,35.11999999999898
Dur_5,17.0,5.0,nan,nan,3.0,38.0,nan,80.0,4.0,1.0,nan,26.0,12.0,nan,nan,nan,81.0,13.0,38.0,5.0,nan,92.0,7.0,nan,30.0
Fre_5,2.0,3.0,nan,nan,1.0,8.0,nan,3.0,2.0,1.0,nan,6.0,5.0,nan,nan,nan,8.0,3.0,2.0,1.0,nan,5.0,3.0,nan,2.0
High_5,12.0,12.0,nan,nan,12.0,12.0,12.0,12.0,12.0,12.0,nan,12.0,12.0,nan,nan,nan,12.0,12.0,12.0,12.0,nan,12.0,12.0,nan,12.0
Dur_10,33.0,17.0,nan,nan,6.0,82.0,nan,95.0,4.0,7.0,nan,38.0,20.0,nan,nan,nan,139.0,50.0,89.0,12.0,nan,171.0,55.0,nan,53.0
Fre_10,1.0,5.0,nan,nan,2.0,5.0,nan,2.0,2.0,4.0,nan,5.0,5.0,nan,nan,nan,3.0,7.0,3.0,3.0,nan,5.0,5.0,nan,2.0
High_10,2.8,2.8,nan,nan,2.8,2.8,2.8,2.8,2.8,2.8,nan,2.8,2.8,nan,nan,nan,2.8,2.8,2.8,2.8,nan,2.8,2.8,nan,2.8
Dur_20,56.0,50.0,nan,nan,29.0,151.0,nan,196.0,55.0,41.0,nan,86.0,68.0,nan,nan,nan,184.0,135.0,162.0,46.0,nan,257.0,152.0,nan,94.0
Fre_20,7.0,11.0,nan,nan,2.0,5.0,nan,3.0,7.0,6.0,nan,3.0,3.0,nan,nan,nan,5.0,5.0,4.0,7.0,nan,3.0,5.0,nan,1.0
High_20,0.7,0.7,nan,nan,0.7,0.7,0.7,0.7,0.7,0.7,nan,0.7,0.7,nan,nan,nan,0.7,0.7,0.7,0.7,nan,0.7,0.7,nan,0.7
