Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962
Peak_20,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002,8724.000000000002
Peak_Dur_50,nan,nan,nan,1.0,nan,8.0,1.0,12.0,1.0,nan,nan,1.0
Peak_Fre_50,nan,nan,nan,1.0,nan,3.0,1.0,6.0,1.0,nan,nan,1.0
Peak_50,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0,5670.0
Dur_2,1.0,5.0,5.0,6.0,nan,16.0,5.0,37.0,7.0,1.0,1.0,4.0
Fre_2,1.0,3.0,3.0,4.0,nan,4.0,2.0,7.0,3.0,1.0,1.0,2.0
High_2,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146,3489.0000000000146
Dur_5,12.0,15.0,20.0,21.0,1.0,36.0,9.0,64.0,13.0,8.0,9.0,12.0
Fre_5,5.0,5.0,6.0,7.0,1.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0
High_5,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982,1814.4999999999982
Dur_10,46.0,55.0,37.0,48.0,7.0,55.0,27.0,88.0,19.0,14.0,27.0,22.0
Fre_10,7.0,9.0,7.0,8.0,3.0,4.0,6.0,7.0,3.0,4.0,5.0,3.0
High_10,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0
Dur_20,82.0,138.0,80.0,104.0,23.0,90.0,54.0,143.0,38.0,33.0,52.0,42.0
Fre_20,7.0,7.0,7.0,5.0,5.0,3.0,5.0,9.0,5.0,7.0,6.0,8.0
High_20,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002,608.8000000000002
