Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Peak_Fre_10,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_10,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002,80.10000000000002
Peak_Dur_20,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,6.0,nan,6.0,nan
Peak_Fre_20,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,3.0,nan
Peak_20,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
Peak_Dur_50,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,1.0,1.0,nan,2.0,2.0,nan,120.0,5.0,23.0,1.0
Peak_Fre_50,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,1.0,1.0,nan,2.0,2.0,nan,9.0,5.0,5.0,1.0
Peak_50,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Dur_2,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,6.0,1.0,nan,1.0,1.0,nan,2.0,2.0,nan,133.0,11.0,33.0,2.0
Fre_2,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,3.0,1.0,nan,1.0,1.0,nan,2.0,2.0,nan,9.0,9.0,9.0,2.0
High_2,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Dur_5,nan,3.0,1.0,nan,2.0,nan,nan,nan,nan,50.0,5.0,nan,1.0,2.0,nan,3.0,4.0,1.0,171.0,110.0,57.0,12.0
Fre_5,nan,2.0,1.0,nan,2.0,nan,nan,nan,nan,7.0,2.0,nan,1.0,2.0,nan,2.0,3.0,1.0,10.0,16.0,6.0,7.0
High_5,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Dur_10,nan,4.0,2.0,1.0,2.0,1.0,nan,1.0,2.0,124.0,33.0,1.0,1.0,3.0,2.0,5.0,4.0,1.0,190.0,287.0,93.0,57.0
Fre_10,nan,3.0,2.0,1.0,2.0,1.0,nan,1.0,1.0,9.0,10.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,12.0,8.0,10.0,8.0
High_10,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Dur_20,nan,6.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,177.0,151.0,4.0,2.0,7.0,15.0,11.0,6.0,2.0,236.0,365.0,348.0,280.0
Fre_20,nan,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,7.0,2.0,1.0,5.0,10.0,8.0,3.0,2.0,5.0,1.0,7.0,3.0
High_20,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
