Year,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Dur_2,5.0,30.0,19.0,2.0,nan,5.0,21.0,1.0,nan,nan,8.0,1.0,12.0,nan
Fre_2,1.0,5.0,3.0,1.0,nan,2.0,6.0,1.0,nan,nan,3.0,1.0,2.0,nan
High_2,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0
Dur_5,8.0,49.0,26.0,22.0,6.0,8.0,51.0,28.0,nan,nan,17.0,1.0,38.0,3.0
Fre_5,2.0,7.0,3.0,5.0,5.0,3.0,9.0,7.0,nan,nan,6.0,1.0,8.0,2.0
High_5,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945,1018.4999999999945
Dur_10,12.0,83.0,29.0,52.0,16.0,29.0,114.0,56.0,nan,nan,43.0,14.0,62.0,5.0
Fre_10,2.0,7.0,3.0,11.0,6.0,8.0,15.0,10.0,nan,nan,13.0,7.0,6.0,3.0
High_10,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0
Dur_20,23.0,126.0,49.0,111.0,47.0,96.0,165.0,90.0,3.0,nan,126.0,56.0,122.0,12.0
Fre_20,5.0,5.0,9.0,10.0,5.0,11.0,12.0,7.0,2.0,nan,9.0,8.0,9.0,5.0
High_20,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0
