Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987
DS_Dur_WS,123.0,184.0,nan,102.0,117.0,139.0,112.0,159.0,169.0,155.0,117.0,161.0,127.0,106.0,195.0,256.0,33.0,144.0,89.0,176.0,156.0,133.0,169.0,96.0,112.0,209.0,202.0,201.0
DS_No_Flow,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,5.0,26.0,11.0,5.0,28.0,nan,nan,1.0,11.0,15.0,23.0,43.0,11.0,nan,28.0,nan,nan,3.0,nan,19.0,11.0,15.0,12.0,15.0,5.0,11.0,3.0
FA_Mag,nan,142.99418488672245,97.979841184047,2829.784428163208,122.99514134497234,109.99946105238875,nan,nan,127.03099416583953,122.00133847418921,112.16916547088022,174.00468999700112,170.0210738467123,154.99589707946308,nan,182.98464293973302,nan,nan,176.99372779136104,nan,150.02778973444327,145.94034040340466,230.00112601847536,330.0131222006047,304.0593708246858,155.00385358673432,113.15167992249965,223.00306113535177
Wet_Tim,110.0,51.0,117.0,nan,27.0,49.0,32.0,39.0,100.0,97.0,73.0,37.0,100.0,41.0,16.0,127.0,173.0,9.0,51.0,27.0,84.0,86.0,34.0,104.0,27.0,27.0,103.0,111.0
FA_Dur,nan,2.0,4.0,4.0,0.0,5.0,nan,nan,0.0,5.0,10.0,2.0,9.0,7.0,nan,10.0,nan,nan,2.0,nan,5.0,3.0,4.0,4.0,7.0,2.0,6.0,0.0
Wet_BFL_Mag_10,117.69999999999999,126.0,123.5,nan,133.5,147.0,126.0,138.0,155.0,159.3,159.4,191.0,91.0,77.40000000000002,191.0,156.9,123.4,51.0,169.0,30.0,161.0,125.80000000000001,164.0,342.0,171.1,111.0,193.0,120.60000000000001
Wet_BFL_Mag_50,289.0,317.0,379.5,nan,179.5,257.0,209.5,302.0,283.5,524.5,385.0,342.5,343.0,252.0,449.0,444.5,325.0,75.0,514.0,167.0,313.0,271.5,396.0,694.0,331.0,142.0,340.0,364.0
Wet_BFL_Dur,138.0,197.0,106.0,nan,206.0,165.0,188.0,198.0,136.0,154.0,45.0,206.0,145.0,189.0,227.0,120.0,53.0,233.0,201.0,204.0,131.0,130.0,189.0,151.0,202.0,174.0,42.0,105.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8,9259.8
Peak_Dur_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994,7447.499999999994
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
Peak_10,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005,3976.0000000000005
Peak_Dur_20,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan
Peak_Fre_20,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan
Peak_20,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001,3016.000000000001
Peak_Dur_50,1.0,2.0,nan,7.0,nan,7.0,1.0,3.0,nan,nan,5.0,nan,nan,nan,11.0,nan,nan,nan,5.0,nan,3.0,1.0,5.0,24.0,nan,nan,10.0,nan
Peak_Fre_50,1.0,1.0,nan,4.0,nan,2.0,1.0,2.0,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,2.0,1.0,3.0,6.0,nan,nan,3.0,nan
Peak_50,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
Dur_2,2.0,4.0,2.0,14.0,1.0,11.0,1.0,14.0,nan,4.0,9.0,nan,nan,9.0,32.0,9.0,nan,nan,15.0,nan,6.0,1.0,12.0,47.0,1.0,1.0,13.0,2.0
Fre_2,2.0,3.0,1.0,6.0,1.0,3.0,1.0,6.0,nan,3.0,3.0,nan,nan,4.0,7.0,4.0,nan,nan,6.0,nan,2.0,1.0,6.0,8.0,1.0,1.0,3.0,1.0
High_2,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0
Dur_5,2.0,12.0,13.0,27.0,1.0,21.0,19.0,25.0,4.0,30.0,20.0,14.0,14.0,20.0,56.0,32.0,nan,nan,40.0,2.0,19.0,4.0,34.0,74.0,6.0,5.0,16.0,3.0
Fre_5,2.0,6.0,4.0,7.0,1.0,3.0,6.0,6.0,1.0,7.0,5.0,4.0,4.0,5.0,9.0,5.0,nan,nan,10.0,1.0,6.0,1.0,8.0,10.0,3.0,2.0,3.0,2.0
High_5,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996,831.6499999999996
Dur_10,12.0,37.0,36.0,45.0,3.0,29.0,38.0,50.0,8.0,80.0,29.0,37.0,23.0,45.0,86.0,41.0,4.0,nan,75.0,22.0,36.0,16.0,75.0,123.0,14.0,10.0,41.0,12.0
Fre_10,6.0,13.0,5.0,10.0,2.0,5.0,7.0,9.0,1.0,10.0,4.0,5.0,3.0,8.0,12.0,5.0,2.0,nan,10.0,4.0,5.0,5.0,9.0,11.0,5.0,3.0,8.0,3.0
High_10,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0
Dur_20,50.0,89.0,71.0,89.0,3.0,58.0,72.0,85.0,33.0,99.0,76.0,101.0,50.0,80.0,155.0,87.0,21.0,nan,142.0,50.0,64.0,42.0,124.0,164.0,84.0,17.0,93.0,58.0
Fre_20,7.0,8.0,4.0,8.0,2.0,8.0,4.0,8.0,9.0,9.0,13.0,10.0,5.0,8.0,16.0,5.0,3.0,nan,7.0,6.0,6.0,5.0,6.0,10.0,10.0,3.0,11.0,6.0
High_20,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0
