Year,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986
Wet_Tim,nan,154.0,125.0,95.0,nan,105.0,118.0,165.0,172.0,40.0,54.0,70.0,101.0,123.0,72.0,66.0,96.0,87.0,147.0,116.0,85.0,92.0,66.0,110.0,107.0,101.0,111.0,37.0,63.0,50.0
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,6.0,7.0,9.0,nan,3.0,2.0,13.0,nan
Wet_BFL_Mag_10,nan,17.6,0.2,0.0,nan,0.06000000000000005,0.1,0.1,0.7,0.33000000000000007,0.26,1.8,2.0,0.51,0.11000000000000001,0.0,1.7,1.0980000000000003,0.39,0.0,0.24,32.3,7.0,14.200000000000001,1.82,2.44,18.0,4.880000000000001,3.59,1.5
Wet_BFL_Mag_50,nan,70.0,2.3,2.1,nan,7.5,0.1,10.0,15.0,10.5,0.4,3.5,47.0,0.9,2.45,0.0,10.5,3.3,12.5,2.95,0.69,55.5,37.5,38.0,3.9,11.0,57.0,8.399999999999999,8.25,4.5
Wet_BFL_Dur,nan,34.0,19.0,60.0,nan,57.0,94.0,22.0,23.0,54.0,17.0,99.0,51.0,36.0,44.0,25.0,80.0,100.0,48.0,42.0,143.0,64.0,116.0,37.0,53.0,85.0,61.0,54.0,74.0,120.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_2,nan,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996,1572.3999999999996
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_5,nan,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999,1344.999999999999
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan
Peak_10,nan,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004,917.2000000000004
Peak_Dur_20,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,7.0,nan,nan,nan,nan,nan,1.0
Peak_Fre_20,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,1.0
Peak_20,nan,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003,646.0000000000003
Peak_Dur_50,nan,14.0,nan,nan,nan,nan,nan,nan,1.0,2.0,7.0,nan,15.0,nan,nan,nan,4.0,1.0,nan,nan,nan,23.0,9.0,33.0,nan,5.0,31.0,2.0,4.0,5.0
Peak_Fre_50,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,1.0,3.0,nan,4.0,nan,nan,nan,2.0,1.0,nan,nan,nan,5.0,4.0,5.0,nan,3.0,9.0,1.0,4.0,2.0
Peak_50,nan,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0
Dur_2,nan,20.0,nan,nan,nan,nan,nan,nan,1.0,4.0,10.0,nan,20.0,1.0,nan,nan,8.0,1.0,nan,nan,nan,31.0,14.0,44.0,nan,6.0,39.0,3.0,8.0,9.0
Fre_2,nan,5.0,nan,nan,nan,nan,nan,nan,1.0,2.0,4.0,nan,5.0,1.0,nan,nan,5.0,1.0,nan,nan,nan,7.0,7.0,4.0,nan,3.0,9.0,1.0,5.0,4.0
High_2,nan,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
Dur_5,nan,37.0,2.0,nan,nan,nan,nan,2.0,4.0,5.0,32.0,2.0,63.0,2.0,nan,nan,22.0,3.0,3.0,4.0,nan,84.0,57.0,70.0,3.0,20.0,93.0,4.0,14.0,20.0
Fre_5,nan,3.0,1.0,nan,nan,nan,nan,1.0,1.0,3.0,5.0,2.0,5.0,1.0,nan,nan,6.0,2.0,2.0,2.0,nan,9.0,8.0,6.0,2.0,6.0,5.0,1.0,5.0,5.0
High_5,nan,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
Dur_10,nan,64.0,2.0,3.0,nan,13.0,nan,3.0,17.0,24.0,79.0,5.0,109.0,5.0,2.0,2.0,45.0,13.0,19.0,6.0,3.0,130.0,135.0,141.0,11.0,49.0,145.0,17.0,29.0,41.0
Fre_10,nan,5.0,1.0,2.0,nan,5.0,nan,1.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,7.0,3.0,2.0,1.0,8.0,4.0,4.0,4.0,3.0,6.0,8.0,7.0
High_10,nan,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Dur_20,nan,108.0,7.0,14.0,nan,54.0,nan,19.0,27.0,128.0,187.0,31.0,140.0,15.0,23.0,5.0,108.0,35.0,58.0,31.0,11.0,152.0,199.0,181.0,58.0,111.0,208.0,90.0,91.0,88.0
Fre_20,nan,3.0,3.0,4.0,nan,5.0,nan,2.0,2.0,1.0,2.0,8.0,4.0,2.0,6.0,2.0,4.0,5.0,3.0,4.0,4.0,1.0,6.0,1.0,7.0,5.0,6.0,4.0,11.0,5.0
High_20,nan,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
