Year,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976
Peak_10,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,8560.000000000002,nan
Peak_Dur_20,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan
Peak_20,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,4302.000000000011,nan
Peak_Dur_50,19.0,nan,nan,nan,9.0,1.0,6.0,1.0,nan,nan,2.0,2.0,nan,4.0,nan,12.0,nan,36.0,1.0,nan,nan,2.0,nan,8.0,nan
Peak_Fre_50,5.0,nan,nan,nan,3.0,1.0,3.0,1.0,nan,nan,1.0,1.0,nan,2.0,nan,4.0,nan,3.0,1.0,nan,nan,1.0,nan,3.0,nan
Peak_50,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,nan
Dur_2,30.0,nan,nan,nan,16.0,1.0,16.0,1.0,nan,nan,3.0,3.0,nan,5.0,nan,34.0,nan,40.0,1.0,nan,nan,6.0,nan,20.0,nan
Fre_2,2.0,nan,nan,nan,5.0,1.0,4.0,1.0,nan,nan,1.0,1.0,nan,2.0,nan,4.0,nan,3.0,1.0,nan,nan,3.0,nan,2.0,nan
High_2,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,2062.0000000000073,nan
Dur_5,52.0,1.0,3.0,3.0,39.0,5.0,56.0,1.0,nan,nan,16.0,19.0,nan,30.0,1.0,56.0,nan,72.0,6.0,1.0,nan,29.0,23.0,35.0,nan
Fre_5,6.0,1.0,3.0,1.0,7.0,2.0,9.0,1.0,nan,nan,6.0,5.0,nan,7.0,1.0,6.0,nan,11.0,3.0,1.0,nan,5.0,5.0,4.0,nan
High_5,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,nan
Dur_10,91.0,6.0,31.0,18.0,69.0,24.0,92.0,2.0,3.0,nan,50.0,47.0,4.0,48.0,17.0,80.0,nan,117.0,23.0,21.0,6.0,50.0,39.0,42.0,nan
Fre_10,6.0,1.0,5.0,4.0,7.0,4.0,7.0,1.0,1.0,nan,7.0,6.0,3.0,5.0,9.0,9.0,nan,5.0,7.0,6.0,5.0,5.0,4.0,4.0,nan
High_10,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,nan
Dur_20,123.0,43.0,65.0,36.0,132.0,47.0,123.0,38.0,34.0,7.0,90.0,86.0,27.0,102.0,61.0,141.0,14.0,167.0,59.0,63.0,42.0,74.0,106.0,79.0,nan
Fre_20,7.0,6.0,7.0,4.0,8.0,4.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,7.0,9.0,9.0,7.0,7.0,9.0,12.0,nan
High_20,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,nan
