Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996,7112.399999999996
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
Peak_5,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993,5091.999999999993
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan
Peak_10,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995,2661.9999999999995
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,5.0,1.0,nan,9.0,nan,nan,nan,1.0,nan,nan,nan,nan,11.0,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,1.0,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan
Peak_20,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005,1622.0000000000005
Peak_Dur_50,nan,7.0,nan,1.0,nan,2.0,1.0,44.0,nan,nan,nan,9.0,nan,nan,nan,23.0,24.0,nan,82.0,nan,1.0,1.0,2.0,nan,nan,1.0,nan,89.0,3.0
Peak_Fre_50,nan,3.0,nan,1.0,nan,1.0,1.0,6.0,nan,nan,nan,1.0,nan,nan,nan,3.0,9.0,nan,3.0,nan,1.0,1.0,1.0,nan,nan,1.0,nan,5.0,2.0
Peak_50,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0
Dur_2,nan,4.0,nan,1.0,nan,1.0,1.0,35.0,nan,nan,nan,8.0,nan,nan,nan,19.0,7.0,nan,69.0,nan,1.0,nan,2.0,nan,nan,nan,nan,66.0,nan
Fre_2,nan,2.0,nan,1.0,nan,1.0,1.0,6.0,nan,nan,nan,1.0,nan,nan,nan,3.0,3.0,nan,5.0,nan,1.0,nan,1.0,nan,nan,nan,nan,6.0,nan
High_2,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
Dur_5,nan,40.0,nan,1.0,nan,2.0,1.0,69.0,2.0,nan,nan,16.0,nan,nan,nan,29.0,76.0,nan,115.0,2.0,1.0,3.0,9.0,nan,nan,2.0,nan,121.0,44.0
Fre_5,nan,8.0,nan,1.0,nan,1.0,1.0,4.0,1.0,nan,nan,3.0,nan,nan,nan,3.0,8.0,nan,2.0,1.0,1.0,1.0,4.0,nan,nan,2.0,nan,6.0,2.0
High_5,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0
Dur_10,nan,100.0,nan,33.0,nan,3.0,1.0,130.0,2.0,nan,nan,45.0,1.0,nan,13.0,71.0,131.0,3.0,153.0,2.0,2.0,4.0,86.0,3.0,nan,4.0,nan,162.0,118.0
Fre_10,nan,7.0,nan,5.0,nan,1.0,1.0,3.0,1.0,nan,nan,4.0,1.0,nan,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,nan,2.0,nan,7.0,4.0
High_10,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0
Dur_20,nan,188.0,nan,94.0,30.0,17.0,34.0,186.0,21.0,nan,nan,106.0,2.0,3.0,42.0,158.0,239.0,48.0,199.0,40.0,26.0,16.0,134.0,83.0,11.0,23.0,22.0,225.0,181.0
Fre_20,nan,3.0,nan,5.0,6.0,2.0,4.0,3.0,4.0,nan,nan,3.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,3.0,2.0,3.0,6.0,3.0,4.0,2.0,2.0
High_20,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
