Year,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Peak_Dur_2,7.0,18.0,nan,nan,nan,1.0,10.0,nan,nan,nan,29.0,nan,49.0,nan,nan,1.0,17.0,6.0,12.0,nan,nan,32.0,9.0,22.0,nan
Peak_Dur_5,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,11.0,nan,18.0,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,nan,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,15.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_2,1.0,4.0,nan,nan,nan,1.0,3.0,nan,nan,nan,3.0,nan,6.0,nan,nan,1.0,3.0,2.0,1.0,nan,nan,7.0,2.0,2.0,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
SP_Mag,609.0,754.0,219.0,242.0,169.0,515.0,826.0,288.0,305.0,417.0,1100.0,358.0,1500.0,497.0,436.0,651.0,770.0,658.0,667.0,305.0,378.0,592.0,697.0,712.0,455.0
SP_Tim,254.0,264.0,251.0,248.0,253.0,266.0,263.0,248.0,276.0,233.0,277.0,244.0,247.0,247.0,255.0,254.0,254.0,252.0,252.0,229.0,255.0,283.0,242.0,279.0,251.0
SP_Dur,45.0,49.0,39.0,70.0,92.0,63.0,45.0,79.0,70.0,90.0,48.0,80.0,87.0,67.0,78.0,59.0,79.0,72.0,60.0,103.0,41.0,91.0,43.0,57.0,55.0
SP_ROC,0.0969208211143695,0.1067629179331307,0.07692307692307693,0.1,0.11999999999999993,0.08333333333333333,0.08108108108108109,0.11696306429548561,0.10957401032702238,0.10344827586206896,0.07860262008733625,0.10471491228070176,0.10059171597633136,0.09009740259740259,0.1069047619047619,0.09638554216867477,0.10405405405405406,0.10050505050505051,0.08722826086956523,0.10404971932638332,0.09716981132075472,0.08771929824561403,0.10735516744821474,0.07407407407407407,0.07954545454545454
DS_Mag_50,11.0,5.15,2.3,4.5,6.5,4.15,12.0,22.0,12.0,18.0,11.0,18.0,12.0,8.3,10.0,15.0,21.0,5.85,5.9,3.8,4.7,14.0,15.0,5.3,3.8
DS_Mag_90,17.0,23.19999999999999,11.0,12.0,18.200000000000017,20.0,35.0,42.0,21.0,38.20000000000002,32.400000000000006,35.0,20.0,32.20000000000002,14.0,23.0,40.0,19.30000000000001,22.099999999999994,18.200000000000017,33.30000000000001,25.0,35.099999999999994,14.0,13.0
DS_Tim,299.0,313.0,290.0,318.0,345.0,329.0,308.0,327.0,346.0,323.0,325.0,324.0,334.0,314.0,333.0,313.0,333.0,324.0,312.0,332.0,296.0,374.0,285.0,336.0,306.0
DS_Dur_WS,248.0,180.0,231.0,200.0,189.0,238.0,218.0,225.0,171.0,249.0,207.0,209.0,188.0,209.0,171.0,232.0,213.0,238.0,240.0,199.0,258.0,177.0,260.0,200.0,230.0
