Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Peak_Fre_2,4.0,2.0,nan,nan,1.0,6.0,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,2.0,nan,nan,nan,2.0,2.0,2.0,nan,nan,1.0,3.0,3.0,nan,4.0,2.0,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,2.0,1.0,nan,nan,nan,1.0,nan,6.0,4.0,nan,nan
Peak_Fre_5,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,242.0,443.0,215.0,215.0,250.0,258.0,210.0,242.0,102.0,123.0,102.0,259.0,390.0,88.0,240.0,145.0,565.0,108.0,484.0,216.0,264.0,165.0,277.0,300.0,368.0,63.0,75.0,218.0,296.0,454.0,148.0,251.0,462.0,199.0,139.0,332.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,371.0,351.0,338.0,261.0,166.0,176.0,178.0,250.0,117.0,320.0,340.0,85.0,142.0
SP_Tim,263.0,255.0,283.0,235.0,257.0,297.0,271.0,283.0,258.0,252.0,254.0,268.0,266.0,272.0,295.0,242.0,279.0,265.0,251.0,273.0,273.0,256.0,255.0,261.0,261.0,236.0,255.0,286.0,259.0,278.0,252.0,289.0,257.0,276.0,254.0,260.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,246.0,286.0,264.0,265.0,239.0,249.0,251.0,264.0,277.0,271.0,243.0,263.0
SP_Dur,56.0,87.0,77.0,85.0,65.0,57.0,53.0,71.0,54.0,44.0,48.0,81.0,66.0,59.0,42.0,51.0,58.0,56.0,86.0,43.0,62.0,65.0,76.0,80.0,76.0,52.0,65.0,47.0,51.0,60.0,58.0,59.0,95.0,71.0,65.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,88.0,104.0,42.0,63.0,61.0,68.0,71.0,70.0,51.0,76.0,71.0,77.0,73.0
SP_ROC,0.043859649122807015,0.06060606060606061,0.04880952380952381,0.06125,0.06060606060606061,0.04040404040404041,0.05357142857142857,0.05263157894736842,0.05263157894736842,0.05718954248366013,0.06896551724137931,0.04706533776301218,0.05102040816326531,0.075,0.05263157894736842,0.046875,0.05169039145907474,0.061224489795918366,0.05128205128205128,0.05555555555555555,0.052289815447710185,0.05286446204005589,0.04981397271599835,0.04,0.04414550966275105,0.04592363261093911,0.06666666666666667,0.05351419413919414,0.04819976771196283,0.04918032786885246,0.08,0.044694132334581776,0.048782497495122076,0.05532891381947986,0.07142857142857142,0.05517503805175038,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.043478260869565216,0.037037037037037035,0.04838709677419355,0.05914918414918415,0.05789909015715467,0.051470588235294115,0.05263157894736842,0.05555555555555555,0.047619047619047616,0.0444947209653092,0.046875,0.04939024390243903,0.054093567251461985
DS_Mag_50,17.0,23.0,17.0,15.0,17.0,25.5,18.0,23.0,13.0,11.0,12.0,17.0,20.0,16.0,24.0,16.0,25.0,16.0,29.0,19.0,19.0,16.0,23.0,18.0,nan,12.0,10.0,22.0,20.0,22.0,17.0,34.0,36.0,23.0,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.0,24.0,24.0,19.0,16.0,14.0,14.0,14.0,17.0,28.0,20.0,10.0,10.0
DS_Mag_90,20.0,37.0,22.0,23.0,51.20000000000002,34.0,22.0,27.5,15.0,16.0,15.0,30.5,27.30000000000001,30.0,36.5,30.0,42.0,22.0,43.70000000000002,39.0,32.0,20.0,39.20000000000002,22.0,nan,15.0,18.0,34.0,32.80000000000001,33.099999999999994,38.099999999999994,53.5,53.0,27.0,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,33.400000000000006,46.0,24.0,24.0,19.0,29.0,18.0,20.0,44.0,30.0,21.400000000000034,22.0
DS_Tim,319.0,342.0,360.0,320.0,322.0,354.0,324.0,354.0,312.0,296.0,302.0,349.0,332.0,331.0,337.0,293.0,337.0,321.0,337.0,316.0,335.0,321.0,331.0,341.0,337.0,288.0,320.0,333.0,310.0,338.0,310.0,348.0,352.0,347.0,319.0,335.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,348.0,350.0,328.0,327.0,326.0,307.0,320.0,321.0,315.0,353.0,342.0,320.0,336.0
DS_Dur_WS,220.0,214.0,182.0,251.0,227.0,212.0,221.0,186.0,203.0,266.0,232.0,216.0,188.0,220.0,176.0,277.0,199.0,213.0,234.0,255.0,229.0,220.0,219.0,217.0,nan,244.0,233.0,209.0,233.0,190.0,230.0,206.0,202.0,183.0,169.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89.0,207.0,223.0,199.0,232.0,226.0,256.0,190.0,231.0,185.0,171.0,234.0,218.0
