Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994
Peak_Dur_2,11.0,32.0,4.0,nan,1.0,35.0,5.0,24.0,nan,nan,nan,nan,15.0,nan,10.0,nan,34.0,nan,44.0,nan,nan,nan,19.0,26.0,26.0,nan,nan,16.0,11.0,22.0,nan,47.0,57.0,22.0,nan,22.0,nan,nan,nan,nan,nan,nan,17.0,nan
Peak_Dur_5,4.0,5.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,5.0,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,4.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,3.0,3.0,1.0,nan,1.0,5.0,1.0,2.0,nan,nan,nan,nan,4.0,nan,3.0,nan,3.0,nan,2.0,nan,nan,nan,3.0,2.0,2.0,nan,nan,2.0,1.0,6.0,nan,6.0,1.0,3.0,nan,4.0,nan,nan,nan,nan,nan,nan,4.0,nan
Peak_Fre_5,2.0,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,580.0,1390.0,750.0,771.0,784.0,1040.0,768.0,980.0,356.0,544.0,336.0,653.0,910.0,430.0,572.0,498.0,1380.0,318.0,1500.0,464.0,711.0,595.0,841.0,970.0,1250.0,368.0,253.0,1010.0,768.0,997.0,445.0,1070.0,1420.0,647.0,369.0,1260.0,426.0,296.0,584.0,283.0,544.0,354.0,873.0,437.0
SP_Tim,262.0,252.0,269.0,234.0,255.0,257.0,252.0,264.0,251.0,249.0,252.0,266.0,262.0,250.0,279.0,236.0,277.0,262.0,249.0,267.0,273.0,248.0,255.0,252.0,249.0,231.0,255.0,255.0,252.0,278.0,245.0,264.0,282.0,264.0,253.0,247.0,227.0,239.0,254.0,254.0,257.0,223.0,261.0,246.0
SP_Dur,52.0,85.0,58.0,78.0,67.0,83.0,70.0,70.0,57.0,47.0,50.0,75.0,65.0,79.0,75.0,64.0,41.0,40.0,84.0,64.0,56.0,71.0,65.0,52.0,66.0,103.0,60.0,75.0,59.0,60.0,65.0,77.0,71.0,71.0,37.0,83.0,81.0,86.0,53.0,52.0,54.0,105.0,76.0,63.0
SP_ROC,0.0410958904109589,0.0443190975020145,0.049822695035460995,0.04790419161676647,0.04461028192371476,0.03768115942028986,0.044060559006211183,0.04457689203451916,0.05,0.062071917808219176,0.056776978417266186,0.0471976401179941,0.05131578947368421,0.04398864809081528,0.05543611793611794,0.045836396093667964,0.05411437561743075,0.05660377358490566,0.037996545768566495,0.031947261663286,0.043478260869565216,0.04235768713581353,0.048963202684885535,0.057919621749408984,0.04861111111111111,0.044243123870708695,0.058823529411764705,0.05326241134751773,0.04909996785599485,0.03740157480314961,0.04159460394327222,0.0392156862745098,0.05405405405405406,0.038867924528301886,0.041666666666666664,0.0449438202247191,0.043478260869565216,0.05,0.04519918283963228,0.053001053001053004,0.05798319327731093,0.050423728813559325,0.03728461081402258,0.049647887323943665
DS_Mag_50,36.0,45.0,34.0,27.0,30.0,45.0,33.0,33.0,22.0,22.5,22.0,30.0,43.0,20.0,37.0,38.0,38.0,37.0,50.0,40.0,31.0,36.0,72.0,40.0,42.0,20.0,24.0,39.0,41.0,37.0,62.5,92.0,102.0,46.0,35.0,31.0,21.0,17.0,30.0,17.0,26.0,30.0,29.0,27.0
DS_Mag_90,42.0,63.0,58.5,46.0,134.8,70.0,49.0,48.0,28.0,32.0,27.0,110.0,60.0,32.0,51.0,94.0,102.0,68.60000000000002,130.0,79.5,40.20000000000002,50.0,117.60000000000002,70.0,67.0,25.30000000000001,63.0,78.70000000000002,129.0,57.0,172.40000000000003,142.39999999999998,177.0,66.6,56.20000000000002,44.0,30.0,24.0,40.0,29.0,45.0,53.5,37.0,32.0
DS_Tim,314.0,337.0,327.0,312.0,322.0,340.0,322.0,334.0,308.0,296.0,302.0,341.0,327.0,329.0,354.0,300.0,318.0,302.0,333.0,331.0,329.0,319.0,320.0,304.0,315.0,334.0,315.0,330.0,311.0,338.0,310.0,341.0,353.0,335.0,290.0,330.0,308.0,325.0,307.0,306.0,311.0,328.0,337.0,309.0
DS_Dur_WS,218.0,192.0,216.0,250.0,202.0,196.0,225.0,181.0,207.0,230.0,230.0,221.0,202.0,98.0,159.0,271.0,216.0,228.0,191.0,196.0,169.0,221.0,203.0,258.0,236.0,198.0,238.0,212.0,232.0,195.0,232.0,230.0,165.0,195.0,199.0,205.0,181.0,176.0,199.0,232.0,219.0,216.0,170.0,198.0
