Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
DS_Dur_WS,158.0,164.0,163.0,149.0,177.0,187.0,185.0,196.0,124.0,111.0,188.0,296.0,164.0,251.0,174.0,151.0,140.0,178.0,321.0,209.0,146.0,104.0,222.0,184.0,193.0,183.0,106.0,174.0,197.0
DS_No_Flow,114.0,0.0,104.0,90.0,117.0,132.0,82.0,0.0,0.0,27.0,133.0,0.0,4.0,95.0,33.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,50.0,nan,nan,41.0,nan,66.0,33.0,23.0,nan,nan,50.0,nan,46.0,40.0,nan,37.0,nan,nan,36.0,nan,43.0,41.0,48.0,27.0,nan,21.0,nan,41.0
FA_Mag,nan,5.417711481900133,nan,nan,3.1692186519080154,nan,1.0073717256192027,2.062154877978136,7.4979925718254865,nan,nan,5.040553219378991,nan,1.366387954045055,1.8175136055581942,nan,30.980549726557562,nan,nan,12.98903738459542,nan,1.4806169249430632,2.8985846377261293,16.993623434840647,4.930852258339899,nan,7.18129995236458,nan,3.8715093650102017
Wet_Tim,30.0,80.0,32.0,98.0,55.0,104.0,91.0,113.0,84.0,66.0,26.0,105.0,116.0,100.0,171.0,38.0,52.0,33.0,102.0,127.0,43.0,72.0,104.0,86.0,81.0,111.0,83.0,82.0,88.0
FA_Dur,nan,20.0,nan,nan,2.0,nan,20.0,2.0,7.0,nan,nan,16.0,nan,4.0,4.0,nan,7.0,nan,nan,6.0,nan,5.0,6.0,7.0,3.0,nan,5.0,nan,4.0
Wet_BFL_Mag_10,0.2,2.5,0.9,0.6799999999999999,0.5,0.36,0.8,3.5,1.0,0.6,0.4,0.41000000000000003,0.69,0.5,0.54,0.3200000000000001,3.25,1.7,2.6800000000000006,2.4,1.9500000000000002,0.0,2.49,3.06,1.3,0.9400000000000001,0.5,4.05,3.75
Wet_BFL_Mag_50,0.5,6.7,1.45,2.7,1.0,0.4,1.3,11.0,1.15,1.5,0.6,1.9,0.8,0.7,5.3,9.8,11.5,2.6,70.0,4.4,4.2,4.2,19.0,5.6,2.4,1.6,0.7,19.0,8.05
Wet_BFL_Dur,197.0,91.0,180.0,87.0,183.0,17.0,144.0,76.0,58.0,148.0,96.0,32.0,20.0,88.0,23.0,55.0,156.0,186.0,49.0,29.0,124.0,59.0,70.0,77.0,119.0,45.0,141.0,76.0,96.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994,1868.079999999994
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997,621.9999999999997
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997,488.59999999999997
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,9.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan
Peak_20,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001,363.2000000000001
Peak_Dur_50,nan,7.0,nan,1.0,nan,1.0,nan,8.0,2.0,nan,nan,4.0,1.0,nan,nan,6.0,9.0,nan,26.0,3.0,1.0,nan,1.0,2.0,nan,nan,nan,11.0,nan
Peak_Fre_50,nan,3.0,nan,1.0,nan,1.0,nan,4.0,2.0,nan,nan,3.0,1.0,nan,nan,3.0,5.0,nan,3.0,1.0,1.0,nan,1.0,1.0,nan,nan,nan,3.0,nan
Peak_50,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0
Dur_2,nan,18.0,nan,3.0,nan,2.0,1.0,21.0,3.0,nan,nan,16.0,2.0,1.0,2.0,8.0,25.0,1.0,45.0,6.0,2.0,nan,10.0,4.0,nan,2.0,1.0,38.0,3.0
Fre_2,nan,6.0,nan,2.0,nan,1.0,1.0,7.0,3.0,nan,nan,4.0,1.0,1.0,1.0,3.0,7.0,1.0,4.0,3.0,2.0,nan,5.0,2.0,nan,2.0,1.0,7.0,2.0
High_2,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
Dur_5,nan,43.0,1.0,7.0,nan,2.0,2.0,45.0,4.0,1.0,2.0,23.0,2.0,3.0,7.0,21.0,75.0,3.0,80.0,10.0,8.0,1.0,53.0,9.0,6.0,7.0,3.0,91.0,28.0
Fre_5,nan,5.0,1.0,4.0,nan,1.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,9.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0
High_5,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Dur_10,nan,84.0,5.0,21.0,3.0,6.0,3.0,83.0,7.0,2.0,4.0,45.0,2.0,4.0,10.0,81.0,150.0,7.0,130.0,22.0,30.0,3.0,75.0,42.0,25.0,12.0,8.0,139.0,70.0
Fre_10,nan,6.0,4.0,5.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,7.0,2.0,3.0,6.0,7.0,3.0,4.0,6.0,9.0
High_10,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Dur_20,2.0,147.0,16.0,47.0,12.0,26.0,18.0,130.0,21.0,21.0,9.0,74.0,10.0,9.0,15.0,162.0,232.0,44.0,192.0,112.0,78.0,124.0,126.0,110.0,58.0,18.0,13.0,198.0,114.0
Fre_20,2.0,8.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,8.0,4.0,5.0,7.0,5.0,7.0,4.0,5.0,3.0,5.0,3.0,5.0
High_20,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
