Year,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_2,4.0,1.0,6.0,nan,nan,nan,nan,nan,2.0,4.0,nan,7.0,5.0,9.0,8.0,3.0,5.0,nan,nan,nan,nan,6.0,6.0,nan,nan,1.0,nan,3.0,nan,nan,nan,1.0
Peak_Dur_5,nan,1.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,3.0,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,3.0,1.0,2.0,nan,nan,nan,nan,nan,2.0,4.0,nan,5.0,3.0,5.0,5.0,1.0,3.0,nan,nan,nan,nan,4.0,4.0,nan,nan,1.0,nan,3.0,nan,nan,nan,1.0
Peak_Fre_5,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,3.0,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,27.0,56.0,282.0,26.0,3.5,16.0,7.2,249.0,89.0,169.0,42.0,364.0,79.0,449.0,26.0,171.0,340.0,107.0,17.9,6.23,203.0,495.0,600.0,158.0,36.3,276.0,7.55,219.0,57.2,104.0,nan,356.0
SP_Tim,178.0,182.0,162.0,177.0,209.0,180.0,165.0,180.0,161.0,180.0,146.0,177.0,167.0,121.0,218.0,147.0,153.0,159.0,179.0,214.0,152.0,177.0,189.0,152.0,151.0,158.0,226.0,180.0,200.0,90.0,nan,134.0
SP_Dur,42.0,29.0,20.0,41.0,46.0,47.0,106.0,22.0,25.0,34.0,95.0,71.0,25.0,36.0,49.0,82.0,104.0,66.0,44.0,39.0,52.0,30.0,52.0,78.0,35.0,71.0,30.0,37.0,29.0,35.0,nan,82.0
SP_ROC,0.05703751897636086,0.07352941176470588,0.1328976034858388,0.08333333333333323,0.16387959866220736,0.08333333333333323,0.09380892520427399,0.0944940476190477,0.08333333333333341,0.07692307692307689,0.09677419354838718,0.11805555555555555,0.08284313725490197,0.08953089244851253,0.08000000000000007,0.0845238095238095,0.08000000000000007,0.11111111111111108,0.08551724137931035,0.10622179239200519,0.0673211781206171,0.10910118711136235,0.0676232347791034,0.08794998105342927,0.06363636363636369,0.09665544332210999,0.11467391304347821,0.05515873015873022,0.10344827586206894,0.07980647615004297,nan,0.10550458715596339
DS_Mag_50,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.015,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.09,0.0,nan,nan,0.0
DS_Mag_90,0.4080000000000007,3.5400000000000036,3.4800000000000066,0.14400000000000007,1.3,0.18,0.0,1.2400000000000033,1.0599999999999996,0.9719999999999998,0.5270000000000001,1.6,3.0800000000000014,2.1,1.2,0.6670000000000003,0.3729999999999998,0.01200000000000017,0.18600000000000022,0.013000000000000114,0.5480000000000007,2.4660000000000046,1.251,0.13600000000000023,0.5839999999999997,0.45,0.26600000000000024,1.6560000000000015,0.1520000000000002,nan,nan,0.025
DS_Tim,220.0,211.0,182.0,218.0,255.0,227.0,271.0,202.0,186.0,214.0,241.0,248.0,192.0,157.0,267.0,229.0,257.0,225.0,223.0,253.0,204.0,207.0,241.0,230.0,186.0,229.0,256.0,217.0,229.0,125.0,nan,216.0
DS_Dur_WS,178.0,273.0,302.0,187.0,249.0,251.0,238.0,287.0,265.0,260.0,214.0,218.0,233.0,299.0,201.0,242.0,220.0,199.0,208.0,188.0,244.0,234.0,250.0,223.0,309.0,236.0,173.0,295.0,187.0,nan,nan,216.0
