Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_10,1.0,nan,3.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,1.0,1.0,5.0,1.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,nan,nan,nan,1.0,nan,nan,1.0,3.0,1.0,nan,1.0,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,2.0,1.0,1.0,3.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_Fre_5,1.0,nan,3.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,780.0,433.0,2830.0,880.0,806.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,598.0,3710.0,464.0,373.0,113.0,378.0,662.0,502.0,186.0,2120.0,398.0,268.0,583.0,1500.0,125.0,372.0,207.0,1020.0,207.0,679.0,481.0,nan,nan,nan,nan,345.0,467.0,83.0,136.0,143.0,1090.0,363.0,303.0,165.0,547.0,253.0,629.0,540.0,1230.0,754.0,409.0,141.0,176.0
SP_Tim,191.0,215.0,148.0,235.0,188.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,186.0,186.0,211.0,196.0,242.0,206.0,223.0,195.0,234.0,199.0,223.0,254.0,187.0,163.0,217.0,253.0,208.0,246.0,234.0,203.0,251.0,nan,nan,nan,nan,244.0,219.0,257.0,231.0,216.0,214.0,208.0,265.0,242.0,207.0,215.0,220.0,250.0,203.0,205.0,193.0,224.0,194.0
SP_Dur,101.0,51.0,96.0,39.0,53.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.0,64.0,48.0,67.0,56.0,49.0,31.0,75.0,62.0,62.0,42.0,22.0,44.0,99.0,39.0,47.0,20.0,62.0,50.0,46.0,41.0,nan,nan,nan,nan,39.0,50.0,16.0,34.0,34.0,59.0,54.0,44.0,26.0,58.0,52.0,55.0,63.0,81.0,37.0,60.0,59.0,59.0
SP_ROC,0.05333333333333334,0.05405405405405406,0.04593267882187938,0.05,0.052176870748299325,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05,0.046511627906976744,0.052435192458758835,0.04083333333333333,0.06,0.059602649006622516,0.05858637845256476,0.06357627047282219,0.054804804804804805,0.052884615384615384,0.051768804716812576,0.05045223289994347,0.047619047619047616,0.0625,0.0392156862745098,0.05357142857142857,0.0513977547875853,0.058823529411764705,0.06451612903225806,0.05797236743838686,0.05405405405405406,nan,nan,nan,nan,0.0547945205479452,0.055357142857142855,0.05555555555555555,0.047619047619047616,0.050765054859472705,0.05972748010095122,0.053846153846153794,0.05,0.059539918809201696,0.048582995951417005,0.04498269896193762,0.048507462686567186,0.044280442804428145,0.05430353834457338,0.07079646017699115,0.05688950326917281,0.04484304932735426,0.045719833656046455
DS_Mag_50,12.0,11.5,19.0,20.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.8,7.3,12.0,12.0,6.9,13.0,8.5,12.0,6.9,11.0,18.0,12.0,8.7,13.0,4.4,5.8,16.0,10.0,8.7,4.7,nan,nan,nan,nan,nan,6.9,7.05,7.1,4.0,5.08,5.01,6.97,8.76,4.32,12.0,7.1899999999999995,5.87,9.185,14.5,10.25,8.93,3.95,4.585
DS_Mag_90,20.0,31.0,79.40000000000003,77.19999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,32.0,42.0,25.0,51.10000000000018,43.0,40.900000000000006,31.0,20.39999999999999,35.0,43.0,31.0,55.5,30.19999999999999,15.800000000000011,13.799999999999997,65.4,38.900000000000006,17.60000000000001,30.400000000000006,nan,nan,nan,nan,nan,23.0,27.900000000000006,23.0,12.8,20.68,17.5,22.900000000000006,71.02000000000004,18.800000000000004,46.2,26.240000000000002,28.9,126.70000000000006,50.14000000000001,49.84000000000003,20.17,33.21999999999999,26.540000000000042
DS_Tim,292.0,266.0,244.0,274.0,241.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,248.0,250.0,259.0,263.0,298.0,255.0,254.0,270.0,296.0,261.0,265.0,276.0,231.0,262.0,256.0,300.0,228.0,308.0,284.0,249.0,292.0,nan,nan,nan,nan,283.0,269.0,273.0,265.0,250.0,273.0,262.0,309.0,268.0,265.0,267.0,275.0,313.0,284.0,242.0,253.0,283.0,253.0
DS_Dur_WS,109.0,144.0,189.0,128.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135.0,169.0,126.0,230.0,110.0,202.0,122.0,145.0,93.0,148.0,133.0,113.0,186.0,150.0,157.0,103.0,227.0,152.0,125.0,177.0,nan,nan,nan,nan,nan,123.0,152.0,138.0,141.0,183.0,129.0,157.0,109.0,137.0,161.0,174.0,161.0,100.0,168.0,168.0,234.0,128.0,158.0
