Year,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,3.0,nan,4.0,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,1.0,nan,3.0,5.0,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,4.0,4.0,3.0,2.0,nan,2.0,1.0,nan,1.0,nan,2.0,1.0,nan,2.0,nan,1.0,2.0,nan,1.0,nan,nan
Peak_Fre_5,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,5.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,1.0,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,5.2,28.0,2.4,251.0,50.0,3.1,0.98,33.0,17.0,36.0,0.32,nan,49.0,9.6,100.0,4.6,263.0,104.0,104.0,39.0,222.0,2.3,3.3,nan,nan,nan,nan,102.0,2.2,466.0,145.0,464.0,352.0,34.0,2.8,175.0,3.63,44.4,143.0,29.1,137.0,8.62,23.5,2.56,23.7,262.0,5.16,231.0,nan,10.5
SP_Tim,133.0,208.0,172.0,151.0,159.0,218.0,153.0,176.0,188.0,177.0,196.0,nan,185.0,203.0,161.0,204.0,196.0,213.0,90.0,182.0,170.0,190.0,156.0,nan,nan,nan,nan,181.0,223.0,177.0,168.0,121.0,148.0,197.0,225.0,159.0,nan,95.0,152.0,178.0,190.0,153.0,152.0,195.0,197.0,179.0,201.0,88.0,nan,136.0
SP_Dur,69.0,68.0,48.0,82.0,25.0,51.0,59.0,41.0,60.0,87.0,44.0,nan,12.0,51.0,38.0,27.0,90.0,71.0,118.0,64.0,37.0,93.0,101.0,nan,nan,nan,nan,50.0,34.0,44.0,109.0,125.0,40.0,47.0,14.0,31.0,nan,141.0,55.0,58.0,85.0,90.0,46.0,33.0,44.0,20.0,59.0,115.0,nan,33.0
SP_ROC,0.16025641025641021,0.11111111111111108,0.18349358974358976,0.0634920634920634,0.07142857142857145,0.16666666666666666,0.33333333333333326,0.05128205128205122,0.10119047619047619,0.09090909090909091,0.1666666666666666,nan,0.05756578947368421,0.07142857142857134,0.06666666666666667,0.11111111111111108,0.07692307692307693,0.058823529411764705,0.06666666666666672,0.08695652173913032,0.07142857142857142,0.07692307692307698,0.20000000000000004,nan,nan,nan,nan,0.054093567251461985,0.1666666666666666,0.058823529411764705,0.07692307692307693,0.06666666666666667,0.05555555555555555,0.050000000000000044,0.1219512195121951,0.054545454545454515,nan,0.07919925057021832,0.07471264367816086,0.06342867851942763,0.06432008248367507,0.10358699296010729,0.037613488975356685,0.13333333333333328,0.08370044052863433,0.06505402885195545,0.12121212121212131,0.08171206225680933,nan,0.06643983631431336
DS_Mag_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.01,0.0,0.12,2.0,0.0,0.0,0.12,0.0,nan,nan,nan,nan,nan,0.31,0.0,0.97,0.16,0.1,3.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,nan,nan,0.0
DS_Mag_90,0.8,0.0,0.0,1.3,2.1,0.0,1.9,3.6,1.0,0.0,nan,nan,8.68,4.119999999999998,6.080000000000001,0.0,11.0,4.5,0.6960000000000013,1.15,7.050000000000008,0.0,nan,nan,nan,nan,nan,5.260000000000005,0.0,6.3,2.0,4.140000000000003,22.0,0.9760000000000002,0.9980000000000001,0.5670000000000002,1.3510000000000002,0.06,0.010000000000000002,1.5410000000000004,0.04,0.0,0.66,0.0,4.4540000000000015,9.482,0.0,nan,nan,0.10200000000000017
DS_Tim,202.0,276.0,220.0,233.0,184.0,269.0,212.0,217.0,248.0,264.0,240.0,nan,197.0,254.0,199.0,231.0,286.0,284.0,208.0,246.0,207.0,283.0,257.0,nan,nan,nan,nan,231.0,257.0,221.0,277.0,246.0,188.0,244.0,239.0,190.0,153.0,236.0,207.0,236.0,275.0,243.0,198.0,228.0,241.0,199.0,260.0,203.0,nan,169.0
DS_Dur_WS,266.0,152.0,250.0,225.0,232.0,175.0,250.0,181.0,235.0,183.0,nan,nan,263.0,240.0,213.0,216.0,185.0,118.0,204.0,246.0,174.0,175.0,nan,nan,nan,nan,nan,189.0,201.0,249.0,154.0,219.0,280.0,227.0,253.0,252.0,280.0,214.0,243.0,204.0,145.0,215.0,294.0,237.0,259.0,215.0,177.0,nan,nan,259.0
