Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983
Peak_Dur_2,nan,nan,10.0,nan,11.0,nan,nan,nan,nan,4.0,nan,8.0,nan,8.0,nan,10.0,5.0,1.0,nan,7.0,nan,nan,nan,nan,7.0,3.0,10.0,nan,14.0,42.0
Peak_Dur_5,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,1.0
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan
Peak_Fre_2,nan,nan,4.0,nan,4.0,nan,nan,nan,nan,2.0,nan,4.0,nan,5.0,nan,6.0,4.0,1.0,nan,7.0,nan,nan,nan,nan,4.0,2.0,2.0,nan,6.0,8.0
Peak_Fre_5,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,1.0
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
SP_Mag,nan,4.1,127.0,nan,898.0,62.0,nan,nan,nan,112.0,97.0,42.0,17.0,175.0,10.0,260.0,48.0,4.0,nan,67.0,173.0,67.0,nan,nan,142.0,184.0,102.0,36.0,292.0,112.0
SP_Tim,nan,211.0,149.0,nan,188.0,147.0,nan,nan,nan,200.0,117.0,202.0,130.0,207.0,172.0,154.0,159.0,217.0,nan,174.0,186.0,193.0,nan,nan,163.0,148.0,160.0,176.0,196.0,214.0
SP_Dur,nan,21.0,55.0,nan,55.0,29.0,nan,nan,nan,34.0,33.0,27.0,67.0,34.0,48.0,27.0,44.0,13.0,nan,38.0,58.0,52.0,nan,nan,72.0,88.0,22.0,42.0,38.0,45.0
SP_ROC,nan,0.3806390977443609,0.08333333333333333,nan,0.08658170914542729,0.0814353813559322,nan,nan,nan,0.09307359307359311,0.13333333333333336,0.14285714285714285,0.10256410256410255,0.07692307692307693,0.09687500000000003,0.08514492753623187,0.06818181818181834,0.28571428571428564,nan,0.06666666666666667,0.10773694390715664,0.0899898887765419,nan,nan,0.08571428571428572,0.09090909090909098,0.08295454545454545,0.16025641025641027,0.075,0.0625
DS_Mag_50,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.125,0.0,0.22,1.5
DS_Mag_90,nan,0.0,nan,nan,2.2,nan,nan,nan,nan,1.0900000000000007,0.11999999999999887,0.0,0.6,2.8200000000000016,0.0,6.5,1.8,nan,nan,3.690000000000012,0.0,nan,nan,nan,0.22999999999999998,0.0,8.180000000000007,1.6400000000000035,7.730000000000001,6.380000000000001
DS_Tim,nan,232.0,204.0,nan,243.0,176.0,nan,nan,nan,234.0,150.0,229.0,197.0,241.0,220.0,181.0,203.0,230.0,nan,212.0,244.0,245.0,nan,nan,235.0,236.0,182.0,218.0,234.0,259.0
DS_Dur_WS,nan,206.0,nan,nan,246.0,nan,nan,nan,nan,232.0,289.0,214.0,271.0,219.0,246.0,261.0,216.0,nan,nan,184.0,241.0,nan,nan,nan,226.0,211.0,292.0,224.0,208.0,183.0
