Year,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,2.0,2.0,2.0,nan,nan,nan,nan,1.0,nan,4.0,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,4.0,1.0,1.0,2.0,1.0,2.0,nan,nan,1.0,nan,4.0,6.0,nan,nan,2.0,1.0,3.0,1.0,1.0,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,180.0,281.0,265.0,68.0,38.0,201.0,182.0,196.0,61.0,221.0,349.0,190.0,88.0,203.0,79.0,34.0,152.0,61.0,78.0,44.0,260.0,66.0,268.0,533.0,154.0,218.0,173.0,235.0,109.0,120.0,248.0,119.0,337.0,262.0,70.5,150.0,152.0,217.0,362.0,156.0,55.6,36.0,20.2
SP_Tim,235.0,285.0,253.0,230.0,247.0,253.0,237.0,237.0,241.0,265.0,263.0,239.0,239.0,246.0,226.0,238.0,222.0,248.0,249.0,223.0,246.0,226.0,272.0,233.0,227.0,262.0,262.0,240.0,230.0,246.0,244.0,222.0,242.0,252.0,227.0,234.0,233.0,254.0,268.0,217.0,228.0,224.0,240.0
SP_Dur,66.0,40.0,60.0,105.0,53.0,70.0,72.0,91.0,49.0,70.0,68.0,74.0,57.0,67.0,60.0,70.0,81.0,56.0,61.0,32.0,82.0,70.0,74.0,70.0,62.0,69.0,45.0,61.0,53.0,62.0,53.0,81.0,65.0,53.0,61.0,61.0,64.0,59.0,64.0,67.0,70.0,63.0,37.0
SP_ROC,0.06696428571428574,0.07692307692307693,0.07092555331991951,0.0869565217391305,0.1176470588235294,0.06723163841807912,0.08514492753623182,0.05555555555555555,0.08166666666666664,0.0652173913043478,0.07596153846153847,0.07142857142857142,0.07522624434389144,0.07142857142857142,0.07407407407407407,0.09090909090909098,0.07609594706368905,0.07936507936507936,0.07692307692307693,0.08333333333333333,0.0701754385964913,0.07692307692307693,0.06666666666666667,0.07857142857142857,0.07352941176470588,0.0625,0.07596153846153847,0.07258064516129036,0.08000000000000004,0.07340263691683568,0.08222811671087535,0.06213017751479284,0.07615995115995115,0.08108108108108115,0.07407407407407403,0.08072916666666671,0.07456004939796233,0.08138493321348032,0.06166197551097964,0.07553032118887817,0.07861725424878936,0.08001142204454598,0.09079176292746924
DS_Mag_50,1.9,3.2,3.05,1.4,1.3,4.1,2.3,2.6,0.33,15.5,5.699999999999999,5.5,3.4,2.4,0.95,1.7,4.3,1.0,2.0,2.0,2.2,1.1,2.3499999999999996,1.4,2.7,6.1,3.11,2.0,1.5550000000000002,2.775,1.5950000000000002,2.625,1.48,2.925,1.31,1.7,1.5550000000000002,9.875,3.35,0.54,0.765,0.0,0.0
DS_Mag_90,2.8,6.700000000000001,6.190000000000001,2.2,10.200000000000017,14.0,6.260000000000005,8.820000000000002,2.4200000000000017,36.0,11.0,9.4,16.0,8.720000000000004,3.4,4.0,7.1,1.2,2.6000000000000005,4.7,2.8,18.900000000000006,19.0,2.7,5.2,14.0,12.0,2.42,12.85,15.52000000000001,4.329000000000001,13.830000000000002,4.86,7.9799999999999995,3.37,8.282000000000002,6.154999999999999,25.1,8.360000000000001,1.73,1.09,0.8940000000000001,0.9320000000000002
DS_Tim,301.0,325.0,313.0,335.0,300.0,323.0,309.0,328.0,290.0,335.0,331.0,313.0,296.0,313.0,286.0,308.0,303.0,304.0,310.0,255.0,328.0,296.0,346.0,303.0,289.0,331.0,307.0,301.0,283.0,308.0,297.0,303.0,307.0,305.0,288.0,295.0,297.0,313.0,332.0,284.0,298.0,287.0,277.0
DS_Dur_WS,98.0,257.0,68.0,209.0,239.0,232.0,149.0,209.0,115.0,242.0,66.0,231.0,194.0,228.0,221.0,199.0,227.0,211.0,193.0,263.0,180.0,222.0,138.0,105.0,240.0,225.0,221.0,226.0,256.0,214.0,222.0,258.0,131.0,186.0,255.0,234.0,256.0,246.0,197.0,121.0,194.0,119.0,129.0
