Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_2,nan,nan,41.0,2.0,32.0,nan,nan,nan,nan,26.0,nan,27.0,nan,49.0,nan,46.0,6.0,28.0,nan,20.0,25.0,31.0,nan,nan,14.0,nan,31.0,nan,57.0,55.0,16.0,nan,22.0,nan,nan,nan,nan,nan,nan,32.0,nan,54.0,25.0,19.0,32.0,32.0,1.0,nan,nan,nan,nan,13.0,40.0,nan,nan,1.0,nan,51.0,1.0,1.0,nan,nan
Peak_Dur_5,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,14.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,4.0,1.0,1.0,nan,nan,nan,nan,5.0,nan,4.0,nan,1.0,nan,3.0,3.0,3.0,nan,3.0,4.0,2.0,nan,nan,1.0,nan,4.0,nan,7.0,2.0,7.0,nan,5.0,nan,nan,nan,nan,nan,nan,2.0,nan,4.0,5.0,2.0,3.0,1.0,1.0,nan,nan,nan,nan,2.0,4.0,nan,nan,1.0,nan,3.0,1.0,1.0,nan,nan
Peak_Fre_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,2.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,36.0,36.0,114.0,97.0,149.0,26.0,38.0,13.0,52.0,64.0,38.0,69.0,30.0,110.0,35.0,142.0,54.0,93.0,21.0,86.0,68.0,105.0,18.0,9.5,67.0,42.0,83.0,26.0,113.0,206.0,64.0,44.0,67.0,16.0,10.0,35.0,29.0,16.0,12.0,99.0,12.0,89.0,263.0,52.0,89.0,169.0,44.0,15.0,25.7,50.9,25.0,101.0,117.0,16.5,25.4,52.0,55.0,109.0,40.9,17.7,7.82,9.62
SP_Tim,223.0,236.0,239.0,233.0,234.0,211.0,197.0,248.0,223.0,238.0,229.0,235.0,211.0,256.0,219.0,239.0,233.0,241.0,244.0,229.0,243.0,246.0,217.0,201.0,236.0,231.0,237.0,209.0,242.0,257.0,239.0,217.0,246.0,209.0,200.0,223.0,206.0,238.0,199.0,235.0,222.0,261.0,232.0,227.0,258.0,240.0,240.0,215.0,222.0,240.0,214.0,236.0,233.0,217.0,234.0,221.0,252.0,262.0,217.0,190.0,194.0,138.0
SP_Dur,64.0,64.0,80.0,71.0,77.0,73.0,91.0,47.0,86.0,64.0,84.0,96.0,85.0,60.0,78.0,69.0,67.0,78.0,67.0,67.0,78.0,63.0,120.0,90.0,77.0,57.0,79.0,77.0,82.0,56.0,50.0,67.0,65.0,94.0,82.0,73.0,84.0,70.0,56.0,75.0,55.0,68.0,66.0,50.0,54.0,62.0,67.0,74.0,75.0,51.0,86.0,65.0,71.0,64.0,61.0,68.0,59.0,68.0,66.0,98.0,133.0,127.0
SP_ROC,0.05,0.05555555555555564,0.052631578947368356,0.05495169082125604,0.05555555555555555,0.05,0.060275962236746555,0.05882352941176463,0.0684931506849315,0.07142857142857142,0.05999999999999996,0.05555555555555555,0.05263157894736839,0.056179775280898875,0.06666666666666667,0.05420094007050531,0.05357142857142854,0.05235745614035088,0.040000000000000036,0.05555555555555555,0.05128205128205128,0.05839727195225919,0.050000000000000044,0.06451612903225812,0.050641025641025614,0.05660377358490563,0.052800222903315694,0.055555555555555684,0.04819976771196283,0.05357142857142857,0.058823529411764705,0.04444444444444448,0.04412719013627513,0.04580419580419581,0.052631578947368376,0.05263157894736839,0.052631578947368356,0.06594202898550726,0.050000000000000044,0.05454545454545454,0.05228981544771018,0.044117647058823505,0.05714285714285714,0.06976744186046512,0.05714285714285714,0.047058823529411806,0.0421239330451169,0.050000000000000044,0.042750929368029655,0.056944444444444464,0.03738317757009333,0.047003073770491774,0.04465493910690123,0.03238390872100341,0.035091055055562606,0.0411522633744856,0.04819277108433726,0.04665899513272276,0.03786407766990296,0.033739837398374,0.03103337612323482,0.04192095088986161
DS_Mag_50,2.7,2.0,3.2,3.0,2.9,2.0,1.7,1.8,1.7,2.9,2.3,4.0,4.1,4.8,3.6,3.8499999999999996,5.1,4.5,4.6,3.5,4.1,3.6,2.1,1.9,2.6,2.2,2.9,1.5,7.2,7.7,5.5,3.6,4.1,2.1,2.0,2.8,2.0,2.1,1.7,2.4,1.6,3.9,3.3,4.4,5.6,4.5,3.2,2.205,2.4,2.5,2.63,2.34,3.15,2.325,2.02,1.97,4.005,3.78,1.8050000000000002,1.8,1.32,1.225
DS_Mag_90,3.3,2.4,6.829999999999998,6.6,3.6,3.6,2.919999999999999,2.4,2.0,3.6,3.6,5.199999999999999,9.729999999999997,6.2,5.8,4.8,7.5,5.200000000000001,7.35,8.160000000000002,5.0,5.1,2.5,4.740000000000004,4.0,2.7,3.8,2.7,19.0,12.0,7.56,6.820000000000002,4.8,2.6,3.0,4.1,2.4,2.3800000000000012,2.770000000000002,2.7,6.1,14.800000000000011,4.800000000000002,8.7,10.0,7.199999999999999,3.4400000000000004,4.939999999999999,5.73,3.6280000000000006,5.094,3.488000000000001,4.032,3.1960000000000015,2.64,2.9,7.502000000000001,4.6240000000000006,2.5,1.94,1.6030000000000002,1.5580000000000003
DS_Tim,287.0,300.0,319.0,304.0,311.0,284.0,288.0,295.0,309.0,302.0,313.0,331.0,296.0,316.0,297.0,308.0,300.0,319.0,311.0,296.0,321.0,309.0,337.0,291.0,313.0,288.0,316.0,286.0,324.0,313.0,289.0,284.0,311.0,303.0,282.0,296.0,290.0,308.0,255.0,310.0,277.0,329.0,298.0,277.0,312.0,302.0,307.0,289.0,297.0,291.0,300.0,301.0,304.0,281.0,295.0,289.0,311.0,330.0,283.0,288.0,327.0,265.0
DS_Dur_WS,249.0,139.0,220.0,250.0,149.0,236.0,175.0,241.0,63.0,80.0,124.0,186.0,280.0,182.0,241.0,132.0,246.0,183.0,236.0,153.0,243.0,77.0,157.0,239.0,224.0,164.0,179.0,119.0,258.0,72.0,255.0,209.0,185.0,100.0,231.0,234.0,221.0,193.0,264.0,197.0,238.0,213.0,129.0,285.0,245.0,224.0,207.0,230.0,226.0,229.0,254.0,140.0,189.0,254.0,212.0,238.0,232.0,199.0,126.0,188.0,80.0,142.0
